date,daily_returns,overnight_returns,intraday_returns
2024-09-24,,-0.680383433853371,0.07478055731933164
2024-09-25,1.081521490936166,1.3928944217849626,1.773974755144292
2024-09-26,-1.089404681602335,1.2430192931066841,-2.4481982860269924
2024-09-27,2.4545630573566513,-0.5451827369813755,1.196668938470169
2024-09-30,0.4492104223754234,0.3975111896618033,0.9998441369883926
2024-10-01,-1.3798172234708361,-4.057819706890731,-1.7702913070973048
2024-10-02,-3.488095932262858,-1.8231501353419444,0.5938199162113245
2024-10-03,-3.357160254966751,2.5056090283132937,-1.5624967818172242
2024-10-04,3.914235030998836,-0.431862533248184,1.3741940719521617
2024-10-07,-3.698816351676526,1.1335779208498042,-3.281123762628635
2024-10-08,1.5238957526229946,-0.2781156138164653,0.3859428686273203
2024-10-09,-1.4110416966225725,0.31528500195567855,-1.1360857145646497
2024-10-10,-0.9458613360014523,-7.806675485241554,-1.257182629678566
2024-10-11,-8.782510719719294,1.0697896227765291,-1.0584662605604755
2024-10-14,0.6244263504570968,0.3878403132521857,-0.4406492523450156
2024-10-15,0.18707960177877236,0.8334410489696298,-0.1999850886790222
2024-10-16,0.8015641700267029,0.11746916580899214,-0.03161339989126155
2024-10-17,-0.1987992760882462,-0.08148520814821314,-0.31589735990374956
2024-10-18,-0.08601676940163117,-0.8155881634107631,-0.004535256816873279
2024-10-21,-0.8382378207102748,-0.7036822033230639,-0.022835904231433002
2024-10-22,-0.4021041161845984,-0.38537245179903756,0.30371527749497584
2024-10-23,-1.9819274670942244,14.52375364650429,-1.602731500976251
2024-10-24,21.919035070290406,-1.7160630498198715,6.457421441679978
2024-10-25,3.343823359841336,0.3009017984499929,5.1482333397226965
2024-10-28,-2.4815158866218545,0.7618757097246132,-2.7740704571759256
2024-10-29,-1.139012091242797,-0.5702760987216449,-1.8865149021674577
2024-10-30,-0.7590942139718337,0.17084156950530893,-0.18990107569610837
2024-10-31,-2.9897037679701866,0.8765207641059147,-3.1551550211171064
2024-11-01,-0.3482130697311736,-1.7752422864454331,-1.2140920647938036
2024-11-04,-2.4660613282231014,1.8530720094965814,-0.7033043988688203
2024-11-05,3.541429020427689,13.21588079210738,1.657639752656337
2024-11-06,14.751032444224466,0.12477588835260178,1.3559508095299933
2024-11-07,2.904379065700735,0.7510730385716258,2.776139224968288
2024-11-08,8.187665372925302,7.807728807968517,7.381154473170359
2024-11-11,8.959591143118995,-2.0742885044642834,1.068441333368808
2024-11-12,-6.145717075892854,2.2405601655896223,-4.157670655897339
2024-11-13,0.5327407385385952,-0.772162024096168,-1.670393261035552
2024-11-14,-5.771559508909463,-0.1960233195962724,-5.038301334376882
2024-11-15,3.0657525449785616,6.239090075288178,3.2681822639390568
2024-11-18,5.618604684798378,-0.8797250264688694,-0.5840462206990527
2024-11-19,2.1432396454288627,-0.28901734104046506,3.0497944771692653
2024-11-20,-1.1473991967350106,0.5204218301463781,-0.8608699190443825
2024-11-21,-0.6987644766217049,0.42691721437888575,-1.2128742444278418
2024-11-22,3.8040225983177356,2.1499935166592543,3.3627492286055327
2024-11-25,-3.9624464821427563,0.7117763927391163,-5.983788924866795
2024-11-26,-0.1063189566898104,1.0554878900988163,-0.8123134937454202
2024-11-27,-1.5788061864523528,0.9582660288555145,-2.606779831112249
2024-11-29,3.685898787510977,2.091783852155449,2.701742874502089
2024-12-02,3.4563659025395044,-1.4814216581738981,1.3366227906842942
2024-12-03,-1.5878302299992542,0.44960062372501053,-0.10800863513900083
2024-12-04,1.8524782309774723,0.542006113235538,1.3965984917227336
2024-12-05,3.2296811653515167,2.146207854867521,2.6731862193887235
2024-12-06,5.3397958017247005,2.1555891538322935,3.1264870364984265
2024-12-09,0.14644862094215227,0.7414207823457808,-1.9667455785161603
2024-12-10,2.873337295448497,2.1721295256186712,2.11622637098674
2024-12-11,5.930322291934931,0.016481231261500362,3.6782954253429034
2024-12-12,-1.5702575706076027,0.4544352711666644,-1.586477330871272
2024-12-13,4.336284290396253,1.1140878044071156,3.864288330078125
2024-12-16,6.141250567967771,2.78173841052729,4.971772848591671
2024-12-17,3.6369912179738284,-2.7841424080764954,0.8321058007702886
2024-12-18,-8.27949436951747,2.669665750947492,-5.652732072280275
2024-12-19,-0.8997322180141931,-2.4440019565617255,-3.476584775896918
2024-12-20,-3.4642491239586515,2.360709281109763,-1.0458067036971386
2024-12-23,2.2657123925894362,1.2308378350776472,-0.09280600846505171
2024-12-24,7.357174228224572,0.6230001060866686,6.051847958749246
2024-12-26,-1.7629994630971146,-1.0151313103238468,-2.3712268235574707
2024-12-27,-4.947922616674816,-2.840200542467164,-3.9731237293252564
2024-12-30,-3.301209257078741,1.5284743601825745,-0.4744850413293422
2024-12-31,-3.2510019417751113,-3.4023351720909867,-4.707523019603366
2025-01-02,-6.081615932376483,0.5800496240539799,-2.773649616746632
2025-01-03,8.215567328200034,3.1088611465074134,7.59148333360935
2025-01-06,0.14861742226248698,-1.2699188360838276,-2.8709886728733536
2025-01-07,-4.060334007311162,-0.35753453618633246,-2.826306975879589
2025-01-08,0.14707807875760093,-0.8963408424162211,0.5064232529725876
2025-01-10,-0.050643694180096954,-2.920909729072796,0.8533460372955437
2025-01-13,2.1710512074366584,2.7348686732454164,5.245167545656715
2025-01-14,-1.7232432245921525,3.4160886682121028,-4.339434074731607
2025-01-15,8.038151439752795,-1.1045749784794112,4.469384629667816
2025-01-16,-3.362756026209668,1.8558775650893367,-2.283402945322144
2025-01-17,3.0641323404759113,1.4396282880275502,1.1862396204033177
2025-01-21,-0.5697520927974709,-1.7119837857513143,-1.9808633122349262
2025-01-22,-2.112863871036752,0.2288579510383748,-0.40786262733352174
2025-01-23,-0.6576523247056931,0.5019659779108565,-0.8844860590720427
2025-01-24,-1.406474184458839,-2.8973385725672096,-1.8989082888081432
2025-01-27,-2.3193450212053546,-0.0604281097981163,0.5952396596192067
2025-01-28,0.23668700890153715,-0.7234557284298115,0.29729476830868684
2025-01-29,-2.258280870425211,5.571830464071881,-1.5460098387358179
2025-01-30,2.873295425445699,0.3122814039702382,-2.556112768684593
2025-01-31,1.0792463618949588,-4.429068995898522,0.7645773251194088
2025-02-03,-5.1705420445253285,-0.2736623782872316,-0.7758353307189103
2025-02-04,2.223206563315605,-1.198332982802519,2.503720683170063
2025-02-05,-3.5797094243459227,-1.3591809149140044,-2.410259374600332
2025-02-06,-1.0180622383618165,-1.1033353285963332,0.3458189821578195
2025-02-07,-3.392822173149601,-1.4960466055966237,-2.3150293815877077
2025-02-10,-3.0114441341470455,-1.4056462346906384,-1.5384129025592164
2025-02-11,-6.338211812502892,0.438356907581805,-5.002888491519064
2025-02-12,2.43835913717656,2.5229532519071896,1.9912733453366194
2025-02-13,5.773971683431944,1.3148262751252915,3.171015200407612
2025-02-14,-0.02809633725618932,-0.23324712814956072,-1.3254946603123208
2025-02-18,-0.48617665358937634,-0.031059658329968265,-0.2535208555546564
2025-02-19,1.8214714280444966,0.2634824199755803,1.8531066549699826
2025-02-20,-1.708454543992588,-0.2708779547435647,-1.9667549105348958
2025-02-21,-4.683974714842765,0.1006592266892481,-4.425083335333646
2025-02-24,-2.1521578674915554,-1.0619337968075682,-2.2505517062370473
2025-02-25,-8.38955952220366,0.30052962311595266,-7.406275467671963
2025-02-26,-3.9630120487999076,0.12380188591925023,-4.250766858297084
2025-02-27,-3.0433204805490277,-0.8689526869863129,-3.1632062574660114
2025-02-28,3.912040539724382,2.512111774037029,4.822901962908088
2025-03-03,-2.843203214376444,-4.819954862072661,-5.224080253285535
2025-03-04,-4.429996705409467,0.323483625632659,0.40970579084942393
2025-03-05,2.5952056083059283,-2.522396413818373,2.264397029064935
2025-03-06,-5.60730689868919,-1.5676616782871688,-3.164737715513688
2025-03-07,-0.29607088371812473,-3.856557514658421,1.2918425146144719
2025-03-10,-15.426206822195109,1.4224639878143819,-12.033737307981928
2025-03-11,3.7947369642955975,7.216583943754373,2.3390015221541383
2025-03-12,7.593891216839133,0.01612662562473499,0.3519112987993456
2025-03-13,-2.986820819658209,2.7546971433324297,-3.0024632492752223
2025-03-14,3.8640532386444715,-1.9681567537539135,1.0796159456969434
2025-03-17,-4.7883836408052165,-4.138477825326669,-2.8768477605456977
2025-03-18,-5.335909096824709,2.7961489148387697,-1.2491260772139134
2025-03-19,4.682438935722,-1.0641882898078103,1.8349812135918908
2025-03-20,0.16958954271570903,-0.5375387468042669,1.247048779604265
2025-03-21,5.269623506518362,3.7674317902207655,5.838546704107461
2025-03-24,11.933580126800525,1.871472100627436,7.869664109148111
2025-03-25,3.5022807884516727,-1.9018569819309383,1.6008492409075537
2025-03-26,-5.580626179068949,0.15438264776281851,-3.7500905562100284
2025-03-27,0.39329829222261026,0.8970020304083004,0.2385473687157802
2025-03-28,-3.507493471452938,-5.403145852376678,-4.36533832842112
2025-03-31,-1.6657121359109794,1.7903936044502355,3.950906983263147
2025-04-01,3.5885119854736525,-5.162775010324672,1.7664912349300677
2025-04-02,5.326685079977622,-6.17838471401374,11.060488211716724
2025-04-03,-5.474611137253548,-4.4522575392222485,0.7501188021704408
2025-04-04,-10.419786826814681,-6.536354832402502,-6.245599460439477
