date,mean_sentiment,polarity,sentiment_volatility,minimum_sentiment,Q1_sentiment,median_sentiment,Q3_sentiment,maximum_sentiment,IQR
2024-09-30,0.3930133373387158,positive,0.08725479802867657,0.331314877961576,0.3621641076501459,0.3930133373387158,0.4238625670272857,0.4547117967158556,0.0616984593771398
2024-10-02,0.023238202855829143,positive,0.0,0.023238202855829143,0.023238202855829143,0.023238202855829143,0.023238202855829143,0.023238202855829143,0.0
2024-10-09,0.03733597086444496,positive,0.0,0.03733597086444496,0.03733597086444496,0.03733597086444496,0.03733597086444496,0.03733597086444496,0.0
2024-10-10,-0.4129295814782381,negative,0.0,-0.4129295814782381,-0.4129295814782381,-0.4129295814782381,-0.4129295814782381,-0.4129295814782381,0.0
2024-10-11,-0.43980184383690357,negative,0.0,-0.43980184383690357,-0.43980184383690357,-0.43980184383690357,-0.43980184383690357,-0.43980184383690357,0.0
2024-10-15,0.06908893708046526,positive,0.0,0.06908893708046526,0.06908893708046526,0.06908893708046526,0.06908893708046526,0.06908893708046526,0.0
2024-10-16,0.0819432518446818,positive,0.14177873635865243,-0.018309454062581054,0.031816898891050376,0.0819432518446818,0.13206960479831323,0.18219595775194466,0.10025270590726285
2024-10-17,-0.14503744321712292,negative,0.23593058634420724,-0.31186556071043015,-0.22845150196377653,-0.14503744321712292,-0.06162338447046933,0.02179067427618428,0.1668281174933072
2024-10-23,-0.1576876789331436,negative,0.0,-0.1576876789331436,-0.1576876789331436,-0.1576876789331436,-0.1576876789331436,-0.1576876789331436,0.0
2024-10-28,0.1302665083732456,positive,0.14523788160281126,0.027567817406728843,0.07891716288998722,0.1302665083732456,0.18161585385650397,0.23296519933976234,0.10269869096651675
2024-10-29,-0.23988590389490125,negative,0.0,-0.23988590389490125,-0.23988590389490125,-0.23988590389490125,-0.23988590389490125,-0.23988590389490125,0.0
2024-11-04,-0.42998526617884636,negative,0.0,-0.42998526617884636,-0.42998526617884636,-0.42998526617884636,-0.42998526617884636,-0.42998526617884636,0.0
2024-11-12,-0.4804462515749038,negative,0.0,-0.4804462515749038,-0.4804462515749038,-0.4804462515749038,-0.4804462515749038,-0.4804462515749038,0.0
2024-11-16,0.025511464524269098,positive,0.0,0.025511464524269098,0.025511464524269098,0.025511464524269098,0.025511464524269098,0.025511464524269098,0.0
2024-11-18,-0.13381965849790722,negative,0.22424485908445976,-0.4660251578316092,-0.17109767163041978,-0.03623604729063809,0.0010419658418744726,0.0032186184212565404,0.17213963747229424
2024-11-26,0.004102759331837278,positive,0.0,0.004102759331837278,0.004102759331837278,0.004102759331837278,0.004102759331837278,0.004102759331837278,0.0
2024-11-27,0.42381681129336357,positive,0.0,0.42381681129336357,0.42381681129336357,0.42381681129336357,0.42381681129336357,0.42381681129336357,0.0
2024-12-02,-0.2744657824561,negative,0.0,-0.2744657824561,-0.2744657824561,-0.2744657824561,-0.2744657824561,-0.2744657824561,0.0
2024-12-03,0.45516318641603,positive,0.0,0.45516318641603,0.45516318641603,0.45516318641603,0.45516318641603,0.45516318641603,0.0
2024-12-05,0.16991188803110271,positive,0.0,0.16991188803110271,0.16991188803110271,0.16991188803110271,0.16991188803110271,0.16991188803110271,0.0
2024-12-06,0.1411732199565973,positive,0.2576066798622688,-0.0007674182849004821,0.007262816706625744,0.019149279032647605,0.15305968228261915,0.5271617400459945,0.14579686557599342
2024-12-08,-0.019707766707614056,negative,0.0,-0.019707766707614056,-0.019707766707614056,-0.019707766707614056,-0.019707766707614056,-0.019707766707614056,0.0
2024-12-09,0.005908803325146416,positive,0.017399960585363288,-0.0153460195288062,-0.00312394320033491,0.006659717783331826,0.015692464308813152,0.02566179726272821,0.01881640750914806
2024-12-10,-0.22286640959170959,negative,0.24433185059566856,-0.483960303477943,-0.3344284808682278,-0.1848966582585126,-0.09231946264859289,0.000257732961326808,0.2421090182196349
2024-12-11,0.05457726396095628,positive,0.31696806460727217,-0.317003319952637,-0.17633519677030854,0.014508925834670654,0.32551828292682766,0.4262108877301216,0.5018534796971362
2024-12-16,0.2631348093453795,positive,0.1977119260717722,0.12333136569857597,0.1932330875219777,0.2631348093453795,0.3330365311687812,0.40293825299218294,0.13980344364680347
2024-12-17,0.2044191959520802,positive,0.0,0.2044191959520802,0.2044191959520802,0.2044191959520802,0.2044191959520802,0.2044191959520802,0.0
2024-12-23,0.17214269377291203,positive,0.0,0.17214269377291203,0.17214269377291203,0.17214269377291203,0.17214269377291203,0.17214269377291203,0.0
2024-12-24,0.004552536360174413,positive,0.0,0.004552536360174413,0.004552536360174413,0.004552536360174413,0.004552536360174413,0.004552536360174413,0.0
2024-12-25,0.3736275086477399,positive,0.0,0.3736275086477399,0.3736275086477399,0.3736275086477399,0.3736275086477399,0.3736275086477399,0.0
2024-12-26,0.12715642589591444,positive,0.206012713626952,0.0032469831122085417,0.008250009041465809,0.013253034970723079,0.18911114728776737,0.3649692596048117,0.18086113824630157
2024-12-27,0.08364100248819843,positive,0.49538200010519745,-0.3622475308192894,-0.1829849963455461,-0.0037224618718028,0.30658526914194234,0.6168930001556875,0.48957026548748844
2025-01-01,-0.3144579046983272,negative,0.0,-0.3144579046983272,-0.3144579046983272,-0.3144579046983272,-0.3144579046983272,-0.3144579046983272,0.0
2025-01-02,0.10833654947206378,positive,0.0,0.10833654947206378,0.10833654947206378,0.10833654947206378,0.10833654947206378,0.10833654947206378,0.0
2025-01-09,0.16646982323443515,positive,0.2041727614360584,0.02209787908941505,0.09428385116192509,0.16646982323443515,0.2386557953069452,0.31084176737945524,0.1443719441450201
